text_id,title_tl,title_ar,au_id_id,genre_id,perm,permbib,pdf,pg_rng,word_len,source,contrib
56,Maqāla fī ḥudūth al-ʿālam wa-waḥdāniyyat al-khāliq wa-tathlīth aqānīmi-hi,مقالة في حدوث العالم ووحدانية الخالق وتثليث أقانيمه,25,naṣrāniyya,https://www.worldcat.org/title/57220135,"Īliyyā Muṭrān Naṣībīn. ""Maqāla fī ḥudūth al-ʿālam wa-waḥdāniyyat al-khāliq wa-tathlīth aqānīmi-hi.” In  Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,75-103,5220,OCR,G. DiRusso
57,Maqāla fī qawli-nā tajassud min al-rūh al-qudus wa-min maryam al-ʿudhrā',مقالة في قولنا تجسد من الروح القدس ومن مريام العذراء,22,naṣrāniyya,https://www.worldcat.org/title/57220135,"Abū Zakariyā Yaḥyā b. ʿAdī. ""Maqāla fī qawli-nā tajassud min al-rūh al-quds wa-min maryam al-ʿudhrā'.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,172-175,545,OCR,G. DiRusso
58,Sharḥ al-Adhkār,شرح الأذكار,5,Sufism,0,"Naṣr Allāh Pūrjavādī, ""Sharḥ al-Adhkār,"" Maʿārif-i Islāmī 19/3 (1383^/2003): pp. 184-192.",0,27-Jun,5019,OCR,A. Musto
59,Ādāb al-mutaṣawwifa,آداب المتصوفة,5,Sufism,0,"Naṣr Allāh Pūrjavādī, ""Ādāb al-Mutaṣawwifah wa-Ḥaqāʾiquhā wa-Ishārātuhā,"" Maʿārif-i Islāmī 9/3 (1372^/1992): pp. 15-48",0,25-42,2816,OCR,A. Musto
60,Kitāb al-Iqtiṣād,كتاب الاقتصاد,14,Sufism,http://www.worldcat.org/oclc/845058690,"Florian Sobieroj, Ibn Ḫafīf aš-Šīrāzī und seine Schrift Novizen erziehung (Kitāb al-Iqtiṣad). Biographische Studien, Edition und Übersetzung, pp. 443-486. Beiruter Texte und Studien Bd. 57. Beirut: Franz Steiner, 1998",0,443-486,11659,OCR,A. Musto
61,Ṭawāsīn,طواسين,13,Sufism,http://www.worldcat.org/oclc/50394851,"al-Ḥallāj. “Kitāb al-Ṭawāsīn.” In ʿAbbās. al-Ḥallāj: al-Aʿmāl al-Kāmilah."" Qāsim Muḥammad ʿAbbās (ed.). Beirut: Riyāḍ al-Rayyis, 2002",https://archive.org/details/sufi-works_201905,161-209,4083,OCR,A. Musto
62,Maqāla fī amr al-ʿaql wa-tamthīl al-ab wa-l-ibn wa-l-rūḥ al-qudus,مقالة في امر العقل وتمثيل الاب والابن والروح القدس,26,naṣrāniyya,https://www.worldcat.org/title/57220135,"Abū ʿAlī ʿĪsā b. Isḥāq b. Zurʿa. ""Maqāla fī amr al-ʿaql wa-tamthīl al-āb wa-l-ibn wa-l-rūḥ al-quds.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,68-75,1423,OCR,G. DiRusso
63,Maqāla fī al-qiyāma al-ʿāmma,مقالة في القيامة العامة,24,naṣrāniyya,https://www.worldcat.org/title/57220135,"Īshūʿyāb b. Malkūn Muṭrān Nasībīn. ""Maqāla fī al-qiyāma al-ʿāmma.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,166-167,385,OCR,G. DiRusso
64,Maqāla fī kayfiyyat idrāk ḥaqīqat al-diyāna,مقالة في كفية ادراك حقيقة الديانة,31,naṣrāniyya,https://www.worldcat.org/title/57220135,"Yūḥannā b. Mīnā. ""Maqāla fī kayfiyyat idrāk ḥaqīqat al-diyāna.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,181-200,3483,OCR,G. DiRusso
65,Maqāla fī ithbāt ṣidq al-injīl,مقالة في إثبات صدق الإنجيل,22,naṣrāniyya,https://www.worldcat.org/title/57220135,"Abū Zakariyā Yaḥyā b. ʿAdī. ""Maqāla fī ithbāt ṣidq al-injīl.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,168-171,653,CCEL,G. DiRusso
66,Maqāla fī radd al-muslimīn wa-idḥāḍ mā yafta'itūn ʿalā al-naṣārā min al-iʿtiqād bi-thalāthat āliha,مقالة في رد المسلمين وادحاض ما يفتئتون على النصارا من الاعتقاد بثلاثة آلهة ,30,naṣrāniyya,https://www.worldcat.org/title/57220135,"Abū al-Khayr b. al-Ṭayyib al-Rashīd. ""Maqāla fī radd al-muslimīn wa-idḥāḍ mā yafta'itūn ʿalā al-naṣārā min al-iʿtiqād bi-thalāthat āliha.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://www.tertullian.org/fathers/sbath_18_Abu_al-Khayr_ibn_al-Tayyib.htm,176-178,481,CCEL,G. DiRusso
67,Maqāla fī al-mawāḍiʿ allatī fī-hā al-khilāf bayn al-yahūd wa-l-naṣārā,مقالة في المواضع التي فيها الخلاف بين اليهود والنصارى,26,naṣrāniyya,https://www.worldcat.org/title/57220135,"Abū ʿAlī ʿĪsā b. Isḥāq b. Zurʿa. ""Maqāla fī al-mawāḍiʿ allatī fī-hā al-khilāh bayn al-yahūd wa-l-naṣārā.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,19-52,6464,OCR,J. Farrell
68,Maqāla fī wujūd al-khāliq wa-kamālātu-hu,مقالة في وجود الخالق وكمالاته,29,naṣrāniyya,https://www.worldcat.org/title/57220135,"Dānyāl b. al-Khaṭṭāb. ""Maqāla fī wujūd al-khāliq wa-kamālātu-hu.” In  Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,148-151,648,OCR,J. Farrell
69,Maqāla fī al-tathlīth,مقالة في التثليث,26,naṣrāniyya,https://www.worldcat.org/title/57220135,"Ibn Zurʿa. “Maqāla fī al-tathlīth.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,19-Jun,2658,OCR,J. Farrell
70,Maqāla fī al-mawāḍiʿ allatī fī-hā al-khilāf bayn al-muslimīn wa-l-naṣārā,مقالة في المواضع التي فيها الخلاف بين المسلمين والنصارى,26,naṣrāniyya,https://www.worldcat.org/title/57220135,"Abū ʿAlī ʿĪsā b. Isḥāq b. Zurʿa. ""Maqāla fī al-mawāḍiʿ allatī fī-hā al-khilāh bayn al-muslimīn wa-l-naṣārā.” In Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,52-68,3457,OCR,J. Farrell
71,Maqāla fī al-radd ʿalā qaḍāyā shittā yaḥjudu-hā al-nās,مقالة في الرد على قضايا شتى يحجدها الناس,28,naṣrāniyya,https://www.worldcat.org/title/57220135,"ʿAbd Allāh b. al-Faḍl al-Anṭākī. ""Maqāla fī al-radd ʿalā qaḍāyā shittā yaḥjudu-hā al-nās.” In  Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,131-148,3405,OCR,J. Farrell
72,Maqāla fī radd man yattahim al-naṣarā bi-ʿibādat al-aṣnām min ḥaythu anna-hum yasjidūna li-l-ṣalīb wa-yukrimūn al-ṣuwar,مقالة في رد من يتهم النصارا بالعبادة الأصنام من حيث أنهم يسجدون الصليب ويكرمون الصور,24,naṣrāniyya,https://www.worldcat.org/title/57220135,"Īshūʿyāb b. Malkūn Muṭrān Nasībīn. ""Maqāla fī radd man yattahim al-naṣarā bi-ʿibādat al-aṣnām min ḥaythu anna-hum yasjidūna li-l-ṣalīb wa-yukrimūn al-ṣuwar.” In  Vingt traités théologiques d’auteurs arabes chrétiens, IXe-XIIIe siècle, edited by Louis Cheikho, Louis Malouf, and Constantin Bacha. Beirut: Imprimerie Catholique, 1920.",https://archive.org/details/VingtTraitesPhilosophiquesEtApologetiquesDauteursArabesChretiens,158-165,1426,OCR,J. Farrell
73,Martyrdom of James,شهادة يعقوب بن حلفى,32,naṣrāniyya,https://www.worldcat.org/title/4937504,"Gibson, Margaret Dunlop, ed. and trans. Apocrypha Sinaitica. Studia Sinaitica 5. London: C. J. Clay and Sons, 1896",https://archive.org/details/apocryphasinait01gibsgoog/page/n28/mode/2up,63-64,300,OCR,G. DiRusso
74,Preaching of Simon,بشارة الطوبان القديس سيمن بن كلاوبا,32,naṣrāniyya,https://www.worldcat.org/title/4937504,"Gibson, Margaret Dunlop, ed. and trans. Apocrypha Sinaitica. Studia Sinaitica 5. London: C. J. Clay and Sons, 1897",https://archive.org/details/apocryphasinait01gibsgoog/page/n28/mode/2up,65-67,581,OCR,G. DiRusso
75,Martyrdom of Simon,شهادة سيمن بن كلاوبا,32,naṣrāniyya,https://www.worldcat.org/title/4937504,"Gibson, Margaret Dunlop, ed. and trans. Apocrypha Sinaitica. Studia Sinaitica 5. London: C. J. Clay and Sons, 1898",https://archive.org/details/apocryphasinait01gibsgoog/page/n28/mode/2up,68-69,338,OCR,G. DiRusso
76,Acts of Sts. Peter and Paul,خبر بطرس وبولص,32,naṣrāniyya,https://syri.ac/bibliography/1618320661,"Lantschoot, Arnold van. “Contribution aux Actes de S. Pierre et de S. Paul II – Recension Karšuni des Actes de S. Pierre et S. Paul.” Le Muséon 68 (1955): 219–33.",0,219-227,1657,OCR,G. DiRusso
77,Preaching of Peter,كرز سمعان,33,naṣrāniyya,https://www.worldcat.org/title/4937504,"Gibson, Margaret Dunlop, ed. and trans. Apocrypha Sinaitica. Studia Sinaitica 5. London: C. J. Clay and Sons, 1898",https://archive.org/details/apocryphasinait01gibsgoog/page/n28/mode/2up,55-62,1655,OCR,G. DiRusso
78,Martyrdom of Clement,خبر شهادة القديس اكليمنظس,32,naṣrāniyya,https://www.worldcat.org/title/4937504,"Gibson, Margaret Dunlop, ed. and trans. Apocrypha Siniatica. Studia Sinaitica 5. London: C. J. Clay and Sons, 1896",https://archive.org/details/apocryphasinait01gibsgoog/page/n28/mode/2up,45-53,1980,OCR,G. DiRusso
79,Anaphora Pilati,تذكرة ما فعل بربنا يسوع المسيح على عهد بلاطس البنطى,34,naṣrāniyya,https://www.worldcat.org/title/4937504,"Gibson, Margaret Dunlop, ed. and trans. Apocrypha Siniatica. Studia Sinaitica 5. London: C. J. Clay and Sons, 1896",https://archive.org/details/apocryphasinait01gibsgoog/page/n28/mode/2up,11-Jan,1422,OCR,G. DiRusso
80,Recognitions of Clement,قصة تعرف اقليمس,35,naṣrāniyya,https://www.worldcat.org/title/4937504,"Gibson, Margaret Dunlop, ed. and trans. Apocrypha Siniatica. Studia Sinaitica 5. London: C. J. Clay and Sons, 1896",https://archive.org/details/apocryphasinait01gibsgoog/page/n28/mode/2up,13-27,3821,OCR,J. Farrell
81,ʿUyūb al-Nafs,كتاب عيوب النفس,11,Sufism,https://www.worldcat.org/title/235974908,Worldcat Link,0,May-39,4485,OCR,A. Musto
82,Ḥaqā'iq al-Tafsīr,حقائق التفسير,11,Sufism,https://www.worldcat.org/title/49008316,Worldcat Link,0,24-886,203086,OITI,A. Musto
83,Riyāḍat al-nafs,كتاب رياضة النفس,38,Sufism,https://www.worldcat.org/title/1143391416,Worldcat Link,0,29-76,10498,OITI,A. Musto
84,al-ʿAql wa-l-hawā,العقل والهوى,38,Sufism,https://www.worldcat.org/title/1143391416,Worldcat Link,0,7-Jan,3626,OITI,A. Musto
85,Kitāb al-Mawāqif,كتاب المواقف,36,Sufism,https://worldcat.org/en/title/957336968,Worldcat Link,0,1-142,25774,OITI,A. Musto
86,Kitāb al-Mukhāṭabāt,كتاب المخاطبات,36,Sufism,https://worldcat.org/en/title/957336968,Worldcat Link,0,143-218,13642,OITI,A. Musto
87,Qūt al-Qulūb,قوت القلوب,39,Sufism,https://worldcat.org/title/61248962,Worldcat Link,0,7-935,380466,OITI,A. Musto
89,Naḥw al-Qulūb,نحو القلوب,37,Sufism,https://worldcat.org/title/1143391416,Worldcat Link,0,39-45,1015,OITI,A. Musto
90,al-Risāla al-Qushayriyya,الرسالة القشيرية,37,Sufism,https://www.worldcat.org/title/21947117?oclcNum=21947117,Worldcat Link,0,14-585,111637,OITI,A. Musto
91,Manāzil al-Sā'irīn,منازل السائرين,40,Sufism,https://www.worldcat.org/title/643418044,Worldcat Link,0,3-139,10204,OITI,A. Musto
92,Adab mujālisat al-mashayikh,أدب مجالسة المشايخ,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 105-120",0,105-120,3946,Shamela,A. Musto
93,Kitāb al-Futuwwa,كتاب الفتوة,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 2. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 225-330",0,225-330,16381,Shamela,A. Musto
94,Risālat al-Malāmatiyya,رسالة الملامتية,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 2. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 402-436",0,402-436,7527,Shamela,A. Musto
95,Bayān al-sharīʿa wa-l-ḥaqīqa,بيان الشريعة والحقيقة,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 397-405",0,397-405,2141,Shamela,A. Musto
96,Bayān tadhallul al-fuqarāʾ,بيان تذلل الفقراء,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 33-61",0,33-61,6954,Shamela,A. Musto
97,Darājāt al-muʿāmalāt,دراجات العاملة,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 1. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 477-495",0,477-495,3321,Shamela,A. Musto
98,Darājāt al-ṣādiqīn,دراجات الصادقين,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 79-88",0,79-88,2986,Shamela,A. Musto
99,Jawāmiʿ ādāb al-ṣūfiyya,جوامع آداب الصوفية,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 1. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 341-408",0,341-408,14451,Shamela,A. Musto
100,Kalām al-shāfiʿī fī al-taṣawwuf,كلام الشافعي في التصوف,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 2. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 174-204",0,174-204,5638,Shamela,A. Musto
101,Kitāb fuṣūl fī al-taṣawwuf,كتاب فصول في التصوف,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 177-221",0, 177-221,15513,Shamela,A. Musto
102,Masʾalat waridat min makka,مسئلة وردت من مكة,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 455-460",0, 455-460,1776,Shamela,A. Musto
103,Manāhij al-ʿārifīn,مناهج العارفين,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 2. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 143-157",0,143-157,4739,Shamela,A. Musto
104,Masʾalat ṣifāt al-dhākirīn,مسئلة صفات الذاكرين,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 2. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 445-456",0,445-456,1706,Shamela,A. Musto
105,Maḥāsin al-ṣūfiyya,محاسن الصوفية,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 129-146",0,129-146,4700,Shamela,A. Musto
106,Mustakharaj min ḥikāyāt ābī ṣāliḥ,مستخرج من حكايات أبي صالح,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 339-346",0,339-346,1831,Shamela,A. Musto
108,Nasīm al-arwāḥ,نسيم الأرواح,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 2. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 162-170",0,162-170,2595,Shamela,A. Musto
109,Rawḍat al-murīdīn,روضة المريدين,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 373-381",0,373-381,2222,Shamela,A. Musto
110,Risāla fī ghalaṭāt al-ṣūfiyya,رسالة في غلطات الصوفية,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 469-481",0,469-481,4421,Shamela,A. Musto
111,Risāla fī maʿrifat allāh,رسالة في معرفة الله,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 355-361",0,355-361,1681,Shamela,A. Musto
112,Sharḥ maʿānī al-ḥurūf,شرح معاني الحروف,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 247-272",0,247-272,6781,Shamela,A. Musto
113,Sulūk al-ʿārifīn,سلوك العارفين,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 565-579",0,565-579,3845,Shamela,A. Musto
114,Ādāb al-ṣūfiyya fī ityānihim al-rukhaṣ,آداب الصوفية في إتيانهم الرخص,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 541-555",0,541-555,5270,Shamela,A. Musto
115,Ḥikam muntakhab min aqwāl al-ʿulamāʾ,حكم منتخب من أقوال العلماء,11,Sufism,https://search.worldcat.org/title/25335939,"Majmūʿah-i Āsār-i Abū ʿAbd al-Raḥmān Sulamī, volume 3. Edited by Nasrollah Pourjavady and Muḥammad Sūrī. Tehran: Markaz-i Nashr-i Dānishgāhī, 1990, 155-166",0,155-166,2596,Shamela,A. Musto
116,al-Qaṣd ilā allāh,القصد إلى الله,11,Sufism,https://search.worldcat.org/title/62886370,"Abū al-Qāsim al-Junayd, Rasā’il al-Junayd: Awwal ʿAmal Yajmaʿ Kull Rasā’il al-Imām al-Junayd, ed. Jamāl Rajab Sīdbī (Damascus: Dār Iqra’, 2005)., 41-86",0,41-86,13127,Shamela,A. Musto
